types,scenario,total_ms,setup_ms,prepare_ms,publish_ms,setup_replace_source_ms,setup_declare_named_ms,prepare_accounted_ms,source_prepare_ms,string_prepare_ms,graph_prepare_ms,string_retention_ms,string_compaction_ms,contribution_prepare_ms,graph_pending_member_resolution_ms,graph_live_typeref_validation_ms,graph_canonical_typeref_rebuild_ms,graph_string_validation_ms,graph_definition_scan_ms,graph_definition_materialization_ms,graph_rebuild_storage_ms,graph_dependency_index_ms,graph_final_prepare_ms,pending_resolution_types,pending_resolution_members,pending_resolution_modifiers,canonical_types_size_before,canonical_types_size_after,string_records_size_before,string_records_size_after,string_records_capacity_before,string_records_capacity_after,string_records_reallocated,string_records_relocation_bytes,string_lookup_size_before,string_lookup_size_after,string_lookup_buckets_before,string_lookup_buckets_after,string_lookup_rehashed,string_lookup_entries_rehashed,changed_sources,changed_entities,changed_types,validation_visited_types,validation_visited_type_refs,validation_dependency_edges,graph_reallocated,contribution_reallocated,graph_relocation_bytes,contribution_relocation_bytes
8192,dependency_d16,0.004200,0.001500,0.002500,0.000200,0.000000,0.000000,0.002400,0.000000,0.000000,0.002300,0.000100,0.000000,0.000000,0.000100,0.001700,0.000000,0.000000,0.000000,0.000100,0.000000,0.000000,0.000200,1,1,0,8213,8213,8447,8447,9502,9502,0,0,8447,8447,32768,32768,0,0,1,1,1,16,16,15,0,0,0,0
8192,dependency_d64,0.008500,0.001500,0.006700,0.000300,0.000000,0.000000,0.006500,0.000000,0.000000,0.006500,0.000000,0.000000,0.000000,0.000200,0.005900,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000300,1,1,0,8213,8213,8447,8447,9502,9502,0,0,8447,8447,32768,32768,0,0,1,1,1,64,64,63,0,0,0,0
8192,dependency_d256,0.014500,0.001300,0.012900,0.000300,0.000000,0.000000,0.012600,0.000000,0.000000,0.012600,0.000000,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000200,0,0,0,8213,8213,8447,8447,9502,9502,0,0,8447,8447,32768,32768,0,0,1,1,1,256,255,255,0,0,0,0
32768,dependency_d1,0.021100,0.010200,0.009100,0.001800,0.000000,0.000000,0.008600,0.000900,0.000800,0.006700,0.000100,0.000000,0.000100,0.000800,0.002200,0.000300,0.000200,0.000200,0.000200,0.000000,0.000000,0.001900,1,1,0,32789,32789,33023,33023,37150,37150,0,0,33023,33023,131072,131072,0,0,1,1,1,1,1,0,0,0,0,0
32768,dependency_d4,0.006600,0.003500,0.002800,0.000300,0.000000,0.000000,0.002800,0.000100,0.000000,0.002600,0.000100,0.000000,0.000000,0.000100,0.001400,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000700,1,1,0,32789,32789,33023,33023,37150,37150,0,0,33023,33023,131072,131072,0,0,1,1,1,4,4,3,0,0,0,0
32768,dependency_d16,0.006800,0.002900,0.003700,0.000200,0.000000,0.000000,0.003500,0.000000,0.000000,0.003500,0.000000,0.000000,0.000000,0.000100,0.002600,0.000000,0.000100,0.000000,0.000100,0.000000,0.000000,0.000300,1,1,0,32789,32789,33023,33023,37150,37150,0,0,33023,33023,131072,131072,0,0,1,1,1,16,16,15,0,0,0,0
32768,dependency_d64,0.013500,0.003100,0.010200,0.000200,0.000000,0.000000,0.010000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000200,0.009200,0.000000,0.000100,0.000000,0.000100,0.000000,0.000000,0.000300,1,1,0,32789,32789,33023,33023,37150,37150,0,0,33023,33023,131072,131072,0,0,1,1,1,64,64,63,0,0,0,0
32768,dependency_d256,0.020900,0.001800,0.018800,0.000300,0.000000,0.000000,0.018600,0.000000,0.000000,0.018500,0.000100,0.000000,0.000000,0.000000,0.017900,0.000100,0.000000,0.000100,0.000000,0.000000,0.000000,0.000300,0,0,0,32789,32789,33023,33023,37150,37150,0,0,33023,33023,131072,131072,0,0,1,1,1,256,255,255,0,0,0,0
8192,multi_root_k256,0.096700,0.051500,0.039500,0.005700,0.000000,0.000000,0.039100,0.000600,0.000400,0.037700,0.000100,0.000000,0.000300,0.000200,0.031700,0.000100,0.001600,0.000200,0.000100,0.000000,0.000000,0.002800,0,0,0,8213,8213,8703,8703,9790,9790,0,0,8703,8703,32768,32768,0,0,256,256,256,512,511,511,0,0,0,0
8192,multi_root_k64,0.035900,0.008100,0.026500,0.001300,0.000000,0.000000,0.026400,0.000000,0.000000,0.026300,0.000000,0.000000,0.000100,0.000100,0.024900,0.000100,0.000300,0.000100,0.000000,0.000000,0.000000,0.000600,0,0,0,8213,8213,8703,8703,9790,9790,0,0,8703,8703,32768,32768,0,0,64,64,64,320,511,319,0,0,0,0
8192,multi_root_k16,0.019000,0.003400,0.015100,0.000500,0.000000,0.000000,0.015100,0.000000,0.000100,0.014900,0.000000,0.000000,0.000100,0.000000,0.014300,0.000000,0.000100,0.000100,0.000000,0.000000,0.000000,0.000300,0,0,0,8213,8213,8703,8703,9790,9790,0,0,8703,8703,32768,32768,0,0,16,16,16,272,511,271,0,0,0,0
8192,multi_root_k4,0.016500,0.001900,0.014300,0.000300,0.000000,0.000000,0.014200,0.000000,0.000000,0.014100,0.000000,0.000000,0.000100,0.000000,0.013600,0.000000,0.000100,0.000000,0.000100,0.000000,0.000000,0.000200,0,0,0,8213,8213,8703,8703,9790,9790,0,0,8703,8703,32768,32768,0,0,4,4,4,260,511,259,0,0,0,0
8192,multi_root_k1,0.015100,0.001000,0.013900,0.000200,0.000000,0.000000,0.013700,0.000000,0.000000,0.013600,0.000100,0.000000,0.000000,0.000000,0.013200,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000100,0,0,0,8213,8213,8703,8703,9790,9790,0,0,8703,8703,32768,32768,0,0,1,1,1,257,511,256,0,0,0,0
32768,multi_root_k256,0.117600,0.066000,0.045900,0.005700,0.000000,0.000000,0.045400,0.001100,0.000400,0.043700,0.000000,0.000000,0.000200,0.000100,0.036700,0.000100,0.001700,0.000300,0.000200,0.000000,0.000000,0.003300,0,0,0,32789,32789,33279,33279,37438,37438,0,0,33279,33279,131072,131072,0,0,256,256,256,512,511,511,0,0,0,0
32768,multi_root_k64,0.028200,0.009600,0.017300,0.001300,0.000000,0.000000,0.017300,0.000100,0.000000,0.017100,0.000000,0.000000,0.000100,0.000100,0.015700,0.000000,0.000300,0.000100,0.000000,0.000000,0.000000,0.000500,0,0,0,32789,32789,33279,33279,37438,37438,0,0,33279,33279,131072,131072,0,0,64,64,64,320,511,319,0,0,0,0
32768,multi_root_k16,0.018200,0.003500,0.014300,0.000400,0.000000,0.000000,0.014300,0.000000,0.000100,0.014100,0.000000,0.000000,0.000100,0.000000,0.013500,0.000000,0.000100,0.000100,0.000000,0.000000,0.000000,0.000200,0,0,0,32789,32789,33279,33279,37438,37438,0,0,33279,33279,131072,131072,0,0,16,16,16,272,511,271,0,0,0,0
32768,multi_root_k4,0.015000,0.001700,0.013000,0.000300,0.000000,0.000000,0.013000,0.000100,0.000000,0.012800,0.000100,0.000000,0.000000,0.000000,0.012300,0.000000,0.000000,0.000100,0.000000,0.000000,0.000000,0.000200,0,0,0,32789,32789,33279,33279,37438,37438,0,0,33279,33279,131072,131072,0,0,4,4,4,260,511,259,0,0,0,0
32768,multi_root_k1,0.013100,0.001000,0.011800,0.000300,0.000000,0.000000,0.011700,0.000000,0.000000,0.011600,0.000000,0.000000,0.000100,0.000000,0.011100,0.000000,0.000000,0.000100,0.000000,0.000000,0.000000,0.000200,0,0,0,32789,32789,33279,33279,37438,37438,0,0,33279,33279,131072,131072,0,0,1,1,1,257,511,256,0,0,0,0
8192,edge_f0,0.027300,0.003200,0.023000,0.001100,0.000000,0.000000,0.023000,0.000400,0.000200,0.022200,0.000000,0.000000,0.000200,0.000000,0.020400,0.000200,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,0,0,0,8213,8213,28321,28321,31861,31861,0,0,28321,28321,65536,65536,0,0,1,1,1,257,256,256,0,0,0,0
8192,edge_f1,0.016000,0.001500,0.014300,0.000200,0.000000,0.000000,0.014100,0.000000,0.000100,0.014000,0.000000,0.000000,0.000000,0.000000,0.013600,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000200,0,0,0,8213,8213,28321,28321,31861,31861,0,0,28321,28321,65536,65536,0,0,1,1,1,257,511,511,0,0,0,0
8192,edge_f3,0.017800,0.001100,0.016500,0.000200,0.000000,0.000000,0.016300,0.000000,0.000000,0.016300,0.000000,0.000000,0.000000,0.000000,0.015800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0,0,0,8213,8213,28321,28321,31861,31861,0,0,28321,28321,65536,65536,0,0,1,1,1,257,1018,1018,0,0,0,0
8192,edge_f15,0.037700,0.001100,0.036400,0.000200,0.000000,0.000000,0.036300,0.000000,0.000100,0.036100,0.000100,0.000000,0.000000,0.000000,0.035700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000200,0,0,0,8213,8213,28321,28321,31861,31861,0,0,28321,28321,65536,65536,0,0,1,1,1,257,3976,3976,0,0,0,0
8192,edge_f63,0.075400,0.001100,0.074100,0.000200,0.000000,0.000000,0.073800,0.000000,0.000000,0.073800,0.000000,0.000000,0.000000,0.000000,0.073400,0.000100,0.000000,0.000100,0.000000,0.000000,0.000000,0.000200,0,0,0,8213,8213,28321,28321,31861,31861,0,0,28321,28321,65536,65536,0,0,1,1,1,257,14368,14368,0,0,0,0
32768,edge_f0,0.030800,0.005100,0.023700,0.002000,0.000000,0.000000,0.023500,0.001200,0.000300,0.021800,0.000000,0.000000,0.000200,0.000000,0.018700,0.000200,0.000200,0.000100,0.000200,0.000000,0.000000,0.001500,0,0,0,32789,32789,52897,52897,59509,59509,0,0,52897,52897,131072,131072,0,0,1,1,1,257,256,256,0,0,0,0
32768,edge_f1,0.018000,0.001400,0.016400,0.000200,0.000000,0.000000,0.016300,0.000000,0.000000,0.016200,0.000100,0.000000,0.000000,0.000000,0.015600,0.000000,0.000100,0.000100,0.000000,0.000000,0.000000,0.000200,0,0,0,32789,32789,52897,52897,59509,59509,0,0,52897,52897,131072,131072,0,0,1,1,1,257,511,511,0,0,0,0
32768,edge_f3,0.020000,0.001300,0.018500,0.000200,0.000000,0.000000,0.018300,0.000000,0.000000,0.018200,0.000100,0.000000,0.000000,0.000000,0.017800,0.000000,0.000200,0.000000,0.000000,0.000000,0.000000,0.000100,0,0,0,32789,32789,52897,52897,59509,59509,0,0,52897,52897,131072,131072,0,0,1,1,1,257,1018,1018,0,0,0,0
32768,edge_f15,0.041000,0.001400,0.039400,0.000200,0.000000,0.000000,0.039300,0.000100,0.000000,0.039200,0.000000,0.000000,0.000000,0.000000,0.038600,0.000100,0.000100,0.000000,0.000000,0.000000,0.000000,0.000200,0,0,0,32789,32789,52897,52897,59509,59509,0,0,52897,52897,131072,131072,0,0,1,1,1,257,3976,3976,0,0,0,0
32768,edge_f63,0.085500,0.001200,0.084100,0.000200,0.000000,0.000000,0.083900,0.000000,0.000000,0.083900,0.000000,0.000000,0.000000,0.000100,0.083400,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000200,0,0,0,32789,32789,52897,52897,59509,59509,0,0,52897,52897,131072,131072,0,0,1,1,1,257,14368,14368,0,0,0,0
8192,typeref_r1,0.008700,0.003100,0.004700,0.000900,0.000000,0.000000,0.004600,0.000400,0.000200,0.003900,0.000000,0.000000,0.000100,0.000400,0.001000,0.000100,0.000000,0.000000,0.000100,0.000000,0.000000,0.001900,1,1,0,8213,8213,12288,12288,13824,13824,0,0,12288,12288,32768,32768,0,0,1,1,1,1,1,0,0,0,0,0
8192,typeref_r4,0.003800,0.001800,0.001700,0.000300,0.000000,0.000000,0.001500,0.000000,0.000000,0.001500,0.000000,0.000000,0.000000,0.000200,0.000400,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000600,1,4,0,8213,8213,12288,12288,13824,13824,0,0,12288,12288,32768,32768,0,0,1,1,1,1,4,0,0,0,0,0
8192,typeref_r16,0.003700,0.001800,0.001700,0.000200,0.000000,0.000000,0.001600,0.000000,0.000000,0.001500,0.000100,0.000000,0.000000,0.000200,0.000400,0.000000,0.000000,0.000100,0.000000,0.000000,0.000000,0.000700,1,16,0,8213,8213,12288,12288,13824,13824,0,0,12288,12288,32768,32768,0,0,1,1,1,1,16,0,0,0,0,0
8192,typeref_r64,0.005200,0.001800,0.003100,0.000300,0.000000,0.000000,0.002800,0.000000,0.000000,0.002800,0.000000,0.000000,0.000000,0.000700,0.000500,0.000100,0.000000,0.000100,0.000000,0.000000,0.000000,0.001200,1,64,0,8213,8213,12288,12288,13824,13824,0,0,12288,12288,32768,32768,0,0,1,1,1,1,64,0,0,0,0,0
8192,typeref_r256,0.009300,0.002800,0.005600,0.000900,0.000000,0.000000,0.005500,0.000000,0.000100,0.005400,0.000000,0.000000,0.000000,0.002100,0.000800,0.000000,0.000100,0.000400,0.000000,0.000000,0.000000,0.002000,1,256,0,8213,8213,12288,12288,13824,13824,0,0,12288,12288,32768,32768,0,0,1,1,1,1,256,0,0,0,0,0
32768,typeref_r1,0.014300,0.006100,0.006600,0.001600,0.000000,0.000000,0.006200,0.000800,0.000200,0.005100,0.000000,0.000000,0.000100,0.000300,0.001700,0.000000,0.000200,0.000000,0.000100,0.000000,0.000000,0.002200,1,1,0,32789,32789,36864,36864,41472,41472,0,0,36864,36864,131072,131072,0,0,1,1,1,1,1,0,0,0,0,0
32768,typeref_r4,0.004600,0.002400,0.001900,0.000300,0.000000,0.000000,0.001800,0.000100,0.000000,0.001700,0.000000,0.000000,0.000000,0.000200,0.000600,0.000000,0.000000,0.000100,0.000000,0.000000,0.000000,0.000600,1,4,0,32789,32789,36864,36864,41472,41472,0,0,36864,36864,131072,131072,0,0,1,1,1,1,4,0,0,0,0,0
32768,typeref_r16,0.004300,0.002200,0.001800,0.000300,0.000000,0.000000,0.001700,0.000100,0.000000,0.001600,0.000000,0.000000,0.000000,0.000200,0.000300,0.000000,0.000000,0.000100,0.000000,0.000000,0.000000,0.000800,1,16,0,32789,32789,36864,36864,41472,41472,0,0,36864,36864,131072,131072,0,0,1,1,1,1,16,0,0,0,0,0
32768,typeref_r64,0.007200,0.002400,0.004200,0.000600,0.000000,0.000000,0.004000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,0.001100,0.000500,0.000000,0.000000,0.000200,0.000000,0.000000,0.000000,0.002100,1,64,0,32789,32789,36864,36864,41472,41472,0,0,36864,36864,131072,131072,0,0,1,1,1,1,64,0,0,0,0,0
32768,typeref_r256,0.010000,0.003100,0.006500,0.000400,0.000000,0.000000,0.006300,0.000000,0.000000,0.006300,0.000000,0.000000,0.000000,0.001900,0.000800,0.000100,0.000000,0.000600,0.000000,0.000000,0.000000,0.002800,1,256,0,32789,32789,36864,36864,41472,41472,0,0,36864,36864,131072,131072,0,0,1,1,1,1,256,0,0,0,0,0
RC-V2-07 TYPEREF RESOLUTION SCALING PASS
